Section Name,Description,Company Name,Text Information
Preisgestaltung - Features (erweitert),,Preisvorschlag durch Kunden (Preisvorschläge),"Gibt an, ob Sie es ermöglichen können, das Kunden Preisvorschläge zu Produkten abgeben."
Preisgestaltung - Features (erweitert),,Produkt-Mengenrabatte/ Staffelpreise definierbar,"Gibt an, ob der Tarif Funktionen zur Rabattierung von Großbestellungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Preisgestaltung - Features (erweitert),,Unterschiedliche Preise für Produktvarianten,"Gibt an, ob der Tarif Funktionen zur unterschiedlichen Bepreisung von Artikelvarianten (Größe, etc.) beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Preisgestaltung - Features (erweitert),,"Versandkosten je Produkt definierbar (Sperrgutzuschlag, Portoaufschlag, Übergröße, Volumen)","Gibt an, ob der Tarif einen Spergutzuschlagzuschlag ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Preisgestaltung - Features (erweitert),,Zeitlich beschränkte Sonderangebote (Happy Hour),"Gibt an, ob der Tarif zeitlich beschränkte Sonderangebote unterstützt."
Zahlung - Payment,,Automatische SEPA Lastschrift/ Bankeinzug direkt aus System,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlung - Payment,,Barzahlung/ Verrechnungsscheck,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlung - Payment,,Kundenkonto - Guthaben-Funktion/ Kundenguthaben,"Gibt an, ob der Tarif eine Kundenkontofunktionalität beinhaltet, über die der Kunde den fälligen Kaufbetrag begleichen kann. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlung - Payment,,Länderspezifische Zahlungsarten,"Gibt an, ob Sie die Verwendung von bestimmten Zahlungsarten auf Bestellländer begrenzen können."
Zahlung - Payment,,Nachnahme (COD) (Nachname typo),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlung - Payment,,Ratenzahlung/ Ratenkauf/ Finanzierung,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlung - Payment,,Rechnung,"Gibt an, ob der Tarif die Zahlung via (manueller) Rechnung beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlung - Payment,,Vorkasse/ Vorauskasse/ Überweisung,"Gibt an, ob der Tarif die Zahlung via (manueller) Vorkasse beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlung - Payment,,Zahlungsabgleich von PayPalkonten,"Gibt an, ob der Tarif einen Zahlungsabgleich von paypal Konten (via paypal api) beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlung - Payment,,Zahlungsstatus im System,"Gibt an, ob der Tarif einen Zahlungsabgleich von paypal Konten (via paypal api) beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,Auslandsversandkosten je Lieferland spezifizierbar,"Gibt an, ob der Tarif die Definition von Lieferländern und Auslandsversandkosten beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,"Auswahl der gewünschten Lieferzeit (Stunden, Minuten) bei Sameday-Delivery durch Kunden möglich","Gibt an, ob der Tarif die Definition von Lieferländern und Auslandsversandkosten beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,"Automatische, versandkostenoptimierte Zuordnung von passenden Versandanbietern zu Verkäufen","Gibt an, ob der Tarif die Definition von Lieferländern und Auslandsversandkosten beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,Lieferscheine/ Packliste erstellbar,"Gibt an, ob der Tarif die Definition von Lieferländern und Auslandsversandkosten beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,Mehrere Versandmethoden für Käufer (Anzahl),"Gibt an, ob und welche Anzahl an Versandmethoden Sie dem Kunden anbieten können."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,Pauschale Versandkosten,"Gibt an, ob und welche Anzahl an Versandmethoden Sie dem Kunden anbieten können."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,Versand an DHL Packstationen (Eingabe-Maske),"Gibt an, ob der Kunde im Checkout/Prozess als Lieferadresse eine Packstation angeben kann."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,Versandgebührzuschlag pro Gewichtseinheit,"Gibt an, ob je nach Warenkorbgewicht Gebührenzuschläge definiert werden können."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,"Versandkosten nach Gesamtbestellwert/ Warenkorbwert ( Versandkostenfreigrenze, Versandkostenstaffel)","Gibt an, ob der Tarif Funktionen zur Koppelung von Warenkorbwert und Versandgebühr beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,Versandkosten nach Gesamtgewicht (Gewichtsabhängig),"Gibt an, ob der Tarif die Versandkostenangabe nach Gewicht des Warenkorbs beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,Versandoption Selbstabholung,"Gibt an, ob der Tarif die Versandkostenangabe nach Gewicht des Warenkorbs beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versand - Features (erweitert),Hier finden Sie unterschiedliche Funktionen zur Preisgestaltung von Versanddetails.,Weltweiter Versand möglich,"Gibt an, ob jedes Land als Empfängeradresse gewählt werden kann"
Shopsuche & Produkt-Empfehlungen (erweitert),,Suche mit Autovervollständigung/ Eingabeergänzung,"Gibt an, ob der Shop-Tarif eine intelligente Suchfunktion mit Autovervollständigung beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Shopsuche & Produkt-Empfehlungen (erweitert),,"Suche mit Fehlerkorrektur (Fehlertolleranz, Rechtschreibkorrektur)","Gibt an, ob der Tarif eine Korrektur von fehlerhaften Sucheingaben(Tippfehler) beinhaltet."
Shopsuche & Produkt-Empfehlungen (erweitert),,Suchfunktion mit Vorschlägen (Vorgeschlagene Suchbegriffe),Die Suche liefert während des Eintippvorgangs beliebte Sucheingaben.
CheckOut/ Warenkorb,,Anzeige der Produktvarianten im Warenkorb/ Checkout möglich,"Anzeige der Produktvarianten im Warenkorb, Bestellübersicht und auf der Rechnung durchgaengig moeglich."
CheckOut/ Warenkorb,,"Auftragsnummer, Bestellnummer zur internen Zuordnung im Warenkorb/ Checkout möglich","Anzeige der Produktvarianten im Warenkorb, Bestellübersicht und auf der Rechnung durchgaengig moeglich."
CheckOut/ Warenkorb,,"Feedbackkommentar durch Käufer (Freitextfeld, Nachricht, Bestellhinweis, Versandanweisungen) im Warenkorb/ Checkout möglich","Anzeige der Produktvarianten im Warenkorb, Bestellübersicht und auf der Rechnung durchgaengig moeglich."
CheckOut/ Warenkorb,,Lieferzeit-Anzeige im Warenkorb möglich,"Anzeige der Produktvarianten im Warenkorb, Bestellübersicht und auf der Rechnung durchgaengig moeglich."
CheckOut/ Warenkorb,,"Versandoptionen im Check-Out erstellbar (Geschenkverpackung, Grußkarte) (Anzahl)","Gibt an, ob sie bestimmte Versandoptionen im Checkout abfragen können."
Backend - Funktionen (erweitert),,Artikeldaten-/ Produktdaten-Export mit Auswahl der zu exportierenden Attribute,
Backend - Funktionen (erweitert),,Benutzerrechteverwaltung/ Rollenmanagement,"Gibt an, ob der Tarif eine Verwaltung von Backend-Benutzern ermöglicht, d.h. ob mehrere Benutzer mit unterschiedlichen Zugriffsrechten definiert werden können. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Backend - Funktionen (erweitert),,E-Mail-Adressliste Exportfunktion,"Gibt an, ob der Tarif eine Verwaltung von Backend-Benutzern ermöglicht, d.h. ob mehrere Benutzer mit unterschiedlichen Zugriffsrechten definiert werden können. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Backend - Funktionen (erweitert),,E-Mail/ Nachrichten - Versand direkt aus System,"Gibt an, ob der Tarif eine Verwaltung von Backend-Benutzern ermöglicht, d.h. ob mehrere Benutzer mit unterschiedlichen Zugriffsrechten definiert werden können. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Backend - Funktionen (erweitert),,Grafischer Text Editor (WYSIWYG),"Gibt an, ob der Tarif eine Verwaltung von Backend-Benutzern ermöglicht, d.h. ob mehrere Benutzer mit unterschiedlichen Zugriffsrechten definiert werden können. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Backend - Funktionen (erweitert),,"Integrierte Bildbearbeitung (z.B. Zuschneiden, Resize)","Fotos zuschneiden, vergrößern oder verkleinern, verblassen und überlagern"
Backend - Funktionen (erweitert),,Massenupload von Bildern,Gleichzeitiges hochladen von vielen Produktbildern.
Backend - Funktionen (erweitert),,Medienverwaltung/ Dateimanagement,Gleichzeitiges hochladen von vielen Produktbildern.
Backend - Funktionen (erweitert),,Merkliste/ Favoriten der Kunden ändern und verwalten,"Gibt an, ob die Software es ermöglicht, z.B. bei einem Telefonat mit Ihrem Kunden, den gesuchten Artikel direkt aus dem Backend in dessen Favoriten zu platzieren."
Backend - Funktionen (erweitert),,Multilinguales Backend,"Gibt an, ob die Software es ermöglicht, z.B. bei einem Telefonat mit Ihrem Kunden, den gesuchten Artikel direkt aus dem Backend in dessen Favoriten zu platzieren."
Backend - Funktionen (erweitert),,Multiuser-Backend/ Anzahl enthaltener Benutzerprofile/ Mitarbeiter (Mehrbenutzerfähig),"Gibt an, ob der Tarif den d simultanen Zugriff von mehreren Benutzern beinhaltet. Etwaige angegebene Werte entsprechen Anzahl an parallel Nutzern."
Backend - Funktionen (erweitert),,Produkte aktivier- und deaktivierbar (ohne Menge auf 0 zu ändern),"Gibt an, ob der Tarif den d simultanen Zugriff von mehreren Benutzern beinhaltet. Etwaige angegebene Werte entsprechen Anzahl an parallel Nutzern."
Backend - Funktionen (erweitert),,"Mobile Umsetzung des Backend-Zugriffs (Responsive, App etc.)","Gibt an, ob das Backend der Software für die mobile Verwaltung optimiert ist."
"Berichte, Analysen (Statistiken) (erweitert)",,"Analyse Absatzmenge je Produkt (Bestseller, Noseller) (Renner, Penner)",
"Berichte, Analysen (Statistiken) (erweitert)",,Analyse der umsatzstärksten Produkte (ABC - Analyse),
"Berichte, Analysen (Statistiken) (erweitert)",,Analyse Gesamtabsatz/ Anzahl Bestellungen,
"Berichte, Analysen (Statistiken) (erweitert)",,Eigene Analytics-Funktion,"Gibt an, ob der Tarif eigene Tools zur Analyse beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
"Berichte, Analysen (Statistiken) (erweitert)",,Umsatzbetrachtung Vergleich Vorjahr (Monat Vorjahr)/ Umsatzverlauf,"Gibt an, ob der Tarif eigene Tools zur Analyse beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
"Berichte, Analysen (Statistiken) (erweitert)",,Warenbestandsberichte,"Gibt an, ob der Tarif einen Bericht über den aktuellen Bestand ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,"""Verkaufte Stückzahl"" - Anzeige bei Produkt","Gibt an, ob der Tarif die Anzeige von bereits verkauften Stückzahlen auf der Shopseite (In der Shop-Ansicht für Kunden) ermöglicht."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,Brandstore - Markenshop - Funktion,"Gibt an, ob der Tarif eine funktionsfertige Funktion zur Darstellung mehrerer Markenshops im Webstore."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,Empfehlen per Mail oder Link (tell a friend),"Gibt an, ob der Tarif eine eigenständige Kunden werben Kunden Funktion per Mail beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,Gutscheine für definierbare Anzahl an geworbenen Bestellungen,"Gibt an, ob der Tarif eine eigenständige Kunden werben Kunden Funktion per Mail beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,Sonderangebote/ Aktionsprodukte hervorhebend darstellbar (SALE),"Gibt an, ob der Tarif die Funktion ""Sonderangebot"" auf speziellen Aktionsflächen unterstützt. Etwaige Zahlen entsprechen Kosten pro Monat."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,Spezifische Rabatte nach Gesamtbestellwert,"Gibt an, ob der Tarif die Funktion ""Sonderangebot"" auf speziellen Aktionsflächen unterstützt. Etwaige Zahlen entsprechen Kosten pro Monat."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,"Wunschliste/ Geschenktisch - Funktion (z.B. für Hochzeit, Geburtstag - Wunschzettel) (Anzahl)","Gibt an, ob Kunden virtuelle Geschenktische z.B. für Hochzeiten, Geburtstage etc. anlegen können, damit Freunde diese Artikel erwerben können."
Marketing - Features (erweitert),Hier finden Sie Funktionen und Details zum Thema Marketing. Angegebene Werte entsprechen Zusatzkosten pro Monat.,Zuletzt angezeigte/ Kürzlich betrachtete Artikel - Funktion,"Gibt an, ob der Shoptarif Ihren Kunden dessen zuletzt betrachteten Artikel am Seitenende anzeigen kann."
Social Media - Soziale Medien,,Auf Facebook teilen - Funktion,
Social Media - Soziale Medien,,Einbindungs-Code für Darstellung von Angebotn in externe Webseite/ Blog (Embed Code Snippet),
Social Media - Soziale Medien,,Google+ Anbindung,"Gibt an, ob der Tarif die Einbindung von Like und Teilen Funktionen des jeweiligen Netzwerks nativ ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Social Media - Soziale Medien,,Pinterest Anbindung (Pin it),"Gibt an, ob der Tarif die Einbindung von Like und Teilen Funktionen des jeweiligen Netzwerks nativ ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Social Media - Soziale Medien,,twitter Anbindung,"Gibt an, ob der Tarif die Einbindung von Like und Teilen Funktionen des jeweiligen Netzwerks nativ ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Social Media - Soziale Medien,,WhatsApp Share Button,WhatsApp Sharing Button auf den Produkt Detailseiten bei Aufruf mit Smartphone.
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Artikel-Kopier-/ Duplizierfunktion für Produktdaten,
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",EAN Codes - Artikelattribut und Verwaltung,
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.","Export von Bestellungen/ Aufträgen (csv, xml)","Gibt an, ob der Tarif die jeweilige Warenwirtschaftsfunktion beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.","Import und Export von Artikeldaten/ Produktdaten (csv, xml)","Gibt an, ob der Tarif die jeweilige Warenwirtschaftsfunktion beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Produktreservierungen (virtueller Bestand) (ATP),"Gibt an, ob der Tarif je Produkt Reservierungen verwalten kann."
Warenwirtschaft - Funktionen (erweitert),"Tarife, die umfangreiche Warenwirtschaftsfunktionen enthalten, können hier detailliert hinsichtlich Ihrer
Warenwirtschafts-Funktionen verglichen werden.",Teillieferungen für Kunden verwaltbar (Teilbestellung),"Gibt an, ob der Tarif Teillieferungen an Ihre Kunden ermöglicht. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",actindo,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Warenwirtschaftssystem beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",Afterbuy,"Gibt an, ob die jeweilige Software eine funktionsfertige Schnittstelle zur genannten Software beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",Cateno,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Warenwirtschaftssystem beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",collmex,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Warenwirtschaftssystem beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",D&G-Versandhaus-System VS/4,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Warenwirtschaftssystem beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",Faktura-XP,"Gibt an, ob die jeweilige Software eine funktionsfertige Schnittstelle zur genannten Software beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",JTL-Warenwirtschaft,"Gibt an, ob die jeweilige Software eine funktionsfertige Schnittstelle zur genannten Software beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",mac IT-SOLUTIONS - DiVA,"Gibt an, ob die jeweilige Software eine funktionsfertige Schnittstelle zur genannten Software beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",Microsoft Dynamics Navision,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Warenwirtschaftssystem beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",Plentymarkets,"Gibt an, ob die jeweilige Software eine funktionsfertige Schnittstelle zur genannten Software beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",selectline,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Warenwirtschaftssystem beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Warenwirtschaftssysteme / ERP-Systeme (erweitert),"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Warenwirtschaftssysteme
enthalten ist. Angegebene Werte entsprechen Zusatzkosten pro Monat.",weclapp ERP & CRM,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Warenwirtschaftssystem beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",amazon pay,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",American Express Kreditkarte,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Barzahlen (Bezahldienst),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
