Section Name,Description,Company Name,Text Information
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",BillSAFE,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Giropay,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Klarna Checkout,Mobile Zahlungen mit E-Mailadresse und PLZ
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Kreditkarten direkt,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Mastercard Kreditkarte (direkt),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",paydirekt,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",PayPal,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",PayPal Express,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",PayPal Plus,"Payment Provider enthält Kreditkarte, Paypal, Lastschrift und Rechnung."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",Postpay Checkout,"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",SOFORT by Klarna (Sofortüberweisung),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Zahlungsanbieter,"Gibt an, ob im jeweilige Tarif bereits eine funktionsfertige Anbindung an die folgenden Zahlungsanbieter enthalten ist.
Angegebene Werte entsprechen Zusatzkosten pro Monat.",VISA Kreditkarte (direkt),"Gibt an, ob der Tarif eine funktionsfertige Anbindung an den jeweiligen Zahlungsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",cc-logistics,
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",DHL Easylog,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Versanddienstleister-Service beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",DHL Intraship/ Versenden (inkl. DHL Express),"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Versanddienstleister beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",DHL Retoure Online,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum Retoureportal von DHL beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",DHL Track & Trace DASS – Online Direktaufrufschnittstelle,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum DHL XML - Tracking Dienst beinhaltet."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",DPD (Dynamic Parcel Distribution),"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Versanddienstleister beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",FedEx,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Versanddienstleister beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",GEL Express,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Versanddienstleister beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",GLS,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Versanddienstleister beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",Hermes,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Versanddienstleister beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",TNT - Versanddienstleister,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Versanddienstleister beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",trans-o-flex,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Versanddienstleister beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versanddienstleister (KEP-Dienstleister) (erweitert),"Gibt Auskunft darüber, ob der jeweilige Tarif eine direkte Schnittstelle zum jeweiligen Versanddienstleister bieten
kann, z.B. zur Übertragung von Adressinformationen für Versandlabels.",UPS,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten Versanddienstleister beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Versandlösungsanbieter,,coureon,"Coureon ist Ihr kostenloser Versandpartner, wenn Sie Zeit und vor allem Geld sparen möchten. Mit Coureon profitieren Sie von vergünstigten nationalen & internationalen Versandpreisen unserer Partner wie DHL, DPD, Hermes und der Deutschen Post. Zusätzlich können Sie den Versand für alle Produkte von verschiedenen Marktplätzen wie Ebay und Amazon und Ihrem eigenen Shop auf nur einer Plattform organisieren und durchführen."
Versandlösungsanbieter,,MetaPack,"Coureon ist Ihr kostenloser Versandpartner, wenn Sie Zeit und vor allem Geld sparen möchten. Mit Coureon profitieren Sie von vergünstigten nationalen & internationalen Versandpreisen unserer Partner wie DHL, DPD, Hermes und der Deutschen Post. Zusätzlich können Sie den Versand für alle Produkte von verschiedenen Marktplätzen wie Ebay und Amazon und Ihrem eigenen Shop auf nur einer Plattform organisieren und durchführen."
Versandlösungsanbieter,,Packlink Pro,"Coureon ist Ihr kostenloser Versandpartner, wenn Sie Zeit und vor allem Geld sparen möchten. Mit Coureon profitieren Sie von vergünstigten nationalen & internationalen Versandpreisen unserer Partner wie DHL, DPD, Hermes und der Deutschen Post. Zusätzlich können Sie den Versand für alle Produkte von verschiedenen Marktplätzen wie Ebay und Amazon und Ihrem eigenen Shop auf nur einer Plattform organisieren und durchführen."
Versandlösungsanbieter,,Sendcloud,"Coureon ist Ihr kostenloser Versandpartner, wenn Sie Zeit und vor allem Geld sparen möchten. Mit Coureon profitieren Sie von vergünstigten nationalen & internationalen Versandpreisen unserer Partner wie DHL, DPD, Hermes und der Deutschen Post. Zusätzlich können Sie den Versand für alle Produkte von verschiedenen Marktplätzen wie Ebay und Amazon und Ihrem eigenen Shop auf nur einer Plattform organisieren und durchführen."
Versandlösungsanbieter,,shipcloud,"Shipcloud ist eine Schnittstellenanbieter zu mehreren Versendern, so dass nur noch eine Schnittstelle gepflegt werden muss."
Versandlösungsanbieter,,ShipStation,"Shipcloud ist eine Schnittstellenanbieter zu mehreren Versendern, so dass nur noch eine Schnittstelle gepflegt werden muss."
Versandlösungsanbieter,,ShipWorks,"Shipcloud ist eine Schnittstellenanbieter zu mehreren Versendern, so dass nur noch eine Schnittstelle gepflegt werden muss."
Verkaufsabwicklung (Order Management) (erweitert),"Ein Enterprise Resource Planing-System ist eine Software zur Unternehmenssteuerung. Filtern Sie die Shop-Tarife nach
bereits existierenden Schnittstellen zu den angegebenen ERP- oder ähnlichen Systemen.",auctionstudio 2014,"Gibt an, ob die jeweilige Software eine funktionsfertige Schnittstelle zur genannten Software beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Verkaufsabwicklung (Order Management) (erweitert),"Ein Enterprise Resource Planing-System ist eine Software zur Unternehmenssteuerung. Filtern Sie die Shop-Tarife nach
bereits existierenden Schnittstellen zu den angegebenen ERP- oder ähnlichen Systemen.",AuktionMaster,"Gibt an, ob die jeweilige Software eine funktionsfertige Schnittstelle zur genannten Software beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Verkaufsabwicklung (Order Management) (erweitert),"Ein Enterprise Resource Planing-System ist eine Software zur Unternehmenssteuerung. Filtern Sie die Shop-Tarife nach
bereits existierenden Schnittstellen zu den angegebenen ERP- oder ähnlichen Systemen.",ordoro,"Gibt an, ob die jeweilige Software eine funktionsfertige Schnittstelle zur genannten Software beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Verkaufsabwicklung (Order Management) (erweitert),"Ein Enterprise Resource Planing-System ist eine Software zur Unternehmenssteuerung. Filtern Sie die Shop-Tarife nach
bereits existierenden Schnittstellen zu den angegebenen ERP- oder ähnlichen Systemen.",pixi,"Gibt an, ob die jeweilige Software eine funktionsfertige Schnittstelle zur genannten Software beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Fulfillment - Anbieter (erweitert),,DHL Fulfillment (eparcel),"Gibt an, ob der Tarif bereits eine funktionsfertige Anbindung in die Fulfillment Infrastruktur des Fulfillment-Anbieters beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Fulfillment - Anbieter (erweitert),,Doba,"Gibt an, ob der Tarif bereits eine funktionsfertige Anbindung in die Fulfillment Infrastruktur des Fulfillment-Anbieters beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Fulfillment - Anbieter (erweitert),,eSellers Friend,"Gibt an, ob der Tarif bereits eine funktionsfertige Anbindung in die Fulfillment Infrastruktur des Fulfillment-Anbieters beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Fulfillment - Anbieter (erweitert),,Fulfillment by Amazon (FBA/ EFN) Anbindung (API) mit FBA-SKU-Verwaltung,"Gibt an, ob der Tarif bereits eine funktionsfertige Anbindung in die Fulfillment Infrastruktur des Fulfillment-Anbieters beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Fulfillment - Anbieter (erweitert),,fuljoyment,"Gibt an, ob der Tarif bereits eine funktionsfertige Anbindung in die Fulfillment Infrastruktur des Fulfillment-Anbieters beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Fulfillment - Anbieter (erweitert),,Ilopack,"Gibt an, ob der Tarif bereits eine funktionsfertige Anbindung in die Fulfillment Infrastruktur des Fulfillment-Anbieters beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Fulfillment - Anbieter (erweitert),,Shipwire,"Gibt an, ob der Tarif bereits eine funktionsfertige Anbindung in die Fulfillment Infrastruktur des Fulfillment-Anbieters beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Fulfillment - Anbieter (erweitert),,YouSellWeSend,
Middleware (erweitert),,Atandra T-HUB,
Middleware (erweitert),,Brickfox,
Middleware (erweitert),,cludes,
Middleware (erweitert),,efulfilment,
Middleware (erweitert),,emMida - Speed4Trade,"Gibt an, ob der Tarif eine Schnittstelle zur emMida Lösung bietet. Kosten."
Middleware (erweitert),,Lexshop24,Schnittstellenanbieter zu Lexare Warenwirtschaft
Middleware (erweitert),,Ontrado,Schnittstellenanbieter zu Lexare Warenwirtschaft
Middleware (erweitert),,Oscware,Schnittstellenanbieter zu Lexare Warenwirtschaft
Middleware (erweitert),,sellerfun,Schnittstellenanbieter zu Lexare Warenwirtschaft
Middleware (erweitert),,shopping-flux,"Gibt an, ob der Tarif eine funktionsfertige,bzw. gewartete Anbindung an den jeweiligen Preisvergleichsanbieter ohne Code-Anpassungen beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Middleware (erweitert),,Tradebyte TB.One,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten ERP/ Verkaufsabwicklungsprogramm beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Middleware (erweitert),,yes4trade,"Gibt an, ob der Tarif eine funktionsfertige Schnittstelle zum genannten ERP/ Verkaufsabwicklungsprogramm beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Tools - Anbindung (erweitert),"Hier finden Sie Angaben über die Schnittstelle des Tarifs zu Tools und Diensten, die Ihre Marketing-Ergebnisse
erleichtern können.",Beny - Repricing,"Gibt an, ob der Tarif eine funktionierende Anbindung an das Multichannel-Repricing-Tool Beny besitzt."
Tools - Anbindung (erweitert),"Hier finden Sie Angaben über die Schnittstelle des Tarifs zu Tools und Diensten, die Ihre Marketing-Ergebnisse
erleichtern können.",easybill.de - Rechnungssoftware,"Gibt an, ob der Tarif eine funktionierende Anbindung an das Multichannel-Repricing-Tool Beny besitzt."
Tools - Anbindung (erweitert),"Hier finden Sie Angaben über die Schnittstelle des Tarifs zu Tools und Diensten, die Ihre Marketing-Ergebnisse
erleichtern können.",informatica PIM-Lösung,PIM = Product Information Management
Tools - Anbindung (erweitert),"Hier finden Sie Angaben über die Schnittstelle des Tarifs zu Tools und Diensten, die Ihre Marketing-Ergebnisse
erleichtern können.",Sellermania Repricing,PIM = Product Information Management
Tools - Anbindung (erweitert),"Hier finden Sie Angaben über die Schnittstelle des Tarifs zu Tools und Diensten, die Ihre Marketing-Ergebnisse
erleichtern können.",TecDoc-Anbindung,"Gibt an, ob der Tarif über eine funktionierende Schnittstelle an den KFZ-Teile Datendienst beinhaltet."
Produktfeed-Anbieter / Schnittstellenanbieter (erweitert),Hier finden Sie Anbieter zur Unterstützung Ihrer Multichannel-Vermarktung.,Channable - Tool für Management Verkaufskanäle,
Produktfeed-Anbieter / Schnittstellenanbieter (erweitert),Hier finden Sie Anbieter zur Unterstützung Ihrer Multichannel-Vermarktung.,ChannelPilot,Channelpilot bringt Ihre Produkte auf bis zu 140 Shopping-Portale.
Produktfeed-Anbieter / Schnittstellenanbieter (erweitert),Hier finden Sie Anbieter zur Unterstützung Ihrer Multichannel-Vermarktung.,koongo - Universeller Produktexport,"Gibt an, ob der Tarif eine Schnittstelle zu Koongo besitzt. Hierdurch können Sie mit wenigen Klicks Ihre Produkte zu über 500 verschiedenen Produktvergleichsportalen exportieren."
Produktfeed-Anbieter / Schnittstellenanbieter (erweitert),Hier finden Sie Anbieter zur Unterstützung Ihrer Multichannel-Vermarktung.,Lengow.de,"Gibt an, ob der Tarif eine Schnittstelle zu Koongo besitzt. Hierdurch können Sie mit wenigen Klicks Ihre Produkte zu über 500 verschiedenen Produktvergleichsportalen exportieren."
Produktfeed-Anbieter / Schnittstellenanbieter (erweitert),Hier finden Sie Anbieter zur Unterstützung Ihrer Multichannel-Vermarktung.,magnalister,"Gibt an, ob der Tarif eine Schnittstelle zu Koongo besitzt. Hierdurch können Sie mit wenigen Klicks Ihre Produkte zu über 500 verschiedenen Produktvergleichsportalen exportieren."
Produktfeed-Anbieter / Schnittstellenanbieter (erweitert),Hier finden Sie Anbieter zur Unterstützung Ihrer Multichannel-Vermarktung.,Productsup.io,"Gibt an, ob der Tarif eine Schnittstelle zu Koongo besitzt. Hierdurch können Sie mit wenigen Klicks Ihre Produkte zu über 500 verschiedenen Produktvergleichsportalen exportieren."
Produktfeed-Anbieter / Schnittstellenanbieter (erweitert),Hier finden Sie Anbieter zur Unterstützung Ihrer Multichannel-Vermarktung.,sellermania,"Gibt an, ob die jeweilige Software eine funktionsfertige Schnittstelle zur genannten Software beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Produktfeed-Anbieter / Schnittstellenanbieter (erweitert),Hier finden Sie Anbieter zur Unterstützung Ihrer Multichannel-Vermarktung.,Synesty,"Gibt an, ob die jeweilige Software eine funktionsfertige Schnittstelle zur genannten Software beinhaltet. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat, wenn die Schnittstelle kostenpflichtig ist."
Shopsysteme,,epages,
Shopsysteme,,Gambio,
Shopsysteme,,Magento,
Shopsysteme,,OXID,
Shopsysteme,,PrestaShop,
Shopsysteme,,Shopware,
Shopsysteme,,Websale,
Design - Allgemein (erweitert),,Design-Theme/ Template / Vorlagen enthalten (Anzahl),"Gibt an, ob und welche Anzahl an einsatzfähigen Design-Templates (Shop-Designs) der Tarif beinhaltet. Etwaige angegebene Werte entsprechen der Anzahl an enthaltenen Designs."
Design - Allgemein (erweitert),,Theme/ Design-Template exportierbar (Backup),"Gibt an, ob und welche Anzahl an einsatzfähigen Design-Templates (Shop-Designs) der Tarif beinhaltet. Etwaige angegebene Werte entsprechen der Anzahl an enthaltenen Designs."
Design - Mobile (erweitert),,Für Touchgesten optimierte Bedienelemente,
Design - Mobile (erweitert),,Mobile Commerce Lösung enthalten (Kosten),"Gibt an, ob der Tarif die Gebühren für Mobile Commerce bereits enthält. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Design - Mobile (erweitert),,"Mobile Optimierung (Responsive, mobile template etc.)","Gibt an, ob der Tarif eine Mobile Commerce Optimierung beinhaltet und wie diese umgesetzt ist (z.B. responsive, etc). Eine native App in Appstores ist hiervon unabhängig zu sehen."
Design - Mobile (erweitert),,Native APP für Appstores im Leistungsumfang enthalten,"Gibt an, ob der Tarif eine Mobile Commerce Optimierung beinhaltet und wie diese umgesetzt ist (z.B. responsive, etc). Eine native App in Appstores ist hiervon unabhängig zu sehen."
Produktdetailseite,,Einbettung von vimeo-Videos möglich,"Gibt an, ob der Tarif die Einbettung von Youtube-Videos ermöglicht."
Produktdetailseite,,Einbettung von Youtube-Videos möglich,"Gibt an, ob der Tarif die Einbettung von Youtube-Videos ermöglicht."
Produktdetailseite,,"Eingabefeld für Menge in ""Zum Warenkorb""-Button auf Produkt- und Kategorieseiten","Gibt an, ob im ""zum Warenkorb hinzufügen""-Button eine Menge eingegeben werden kann."
Produktdetailseite,,HD-Bilder mit Großansicht (Popup-Zoom) jquery,"Gibt an, ob der Shop-Tarif standardmäßig eine optimierte Detailbetrachtung von Bildern unterstützt. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Produktdetailseite,,Lupen-Ansicht für Bilder (Mouseover-Zoom),"Gibt an, ob der Shop-Tarif standardmäßig eine optimierte Detailbetrachtung von Bildern unterstützt. Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat."
Produktdetailseite,,Mehrere Bilder/ Galerie,Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat.
Produktdetailseite,,Produkt in Warenkorb > Automatischer Wechsel zum Warenkorb - möglich,"Gibt an, ob eingestellt werden kann, dass der Klicke auf zum-Warenkorb einen Wechsel zu der Warenkorbseite bewirkt."
Produktdetailseite,,Produkt in Warenkorb ohne Aufruf des Warenkorbs möglich,"Gibt an, ob eingestellt werden kann, dass bei einem Klick auf zum Warenkorb die Produktseitenansicht gleich bleibt."
Produktdetailseite,,Produktvideos im System hostbar/ verwaltbar und einbinden,Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat.
Produktdetailseite,,Reihenfolge von Bildern definierbar,Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat.
Produktdetailseite,,Tabs/ Reiter auf Produktdetailseite für individuelle Inhalte möglich,Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat.
Produktdetailseite,,Varianten die nicht mehr verfügbar sind ausblenden/ ausgrauen,Etwaige angegebene Werte entsprechen Zusatzkosten pro Monat.
